NAME	prize	source	magnitude	terminal	type	degree	betweenness	louvain_clusters	location	general_process	specific_process.x	general_function	specific_function	robustness	specificity	ast_FC	ex_FC	in_FC	mic_FC	oli_FC	opc_FC	data_source	greedy_clusters	label_prop_cluster	tau_aggregation_FC	dpr_FC	lysosome_FC	ROS_oxidation_FC	essentiality_CRISPRa_FC	essentiality_CRISPRi_FC	drug_target	HD_locus	HD_functional	barplot	tau_modifier	specific_process	general_datatype
ARPP19	0		NA	FALSE	protein	11	1.42257786790014e-05	2	nucleus	biological regulation	nonspecific function	molecular function regulator	channel regulator	0.67	0.05	NA	NA	NA	NA	NA	NA	steiner node	14	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	MASTL Facilitates Mitotic Progression	steiner node
ARR3	0		NA	FALSE	protein	34	2.92806102148184e-05	0	cytoplasm	biological regulation	nonspecific function	binding	protein binding	0.66	0.04	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
ASB9	0		NA	FALSE	protein	43	6.92952375629273e-06	7	cytoplasm	cellular process	cell communication	binding	protein binding	0.46	0.17	NA	NA	NA	NA	NA	NA	steiner node	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neddylation	steiner node
ASIC2	0.95	fly genetic screen	0	TRUE	protein	6	1.16099786206569e-06	10	plasma_membrane	multicellular organismal process	system process	transporter	transmembrane transporter	1	0.01	NA	NA	NA	NA	NA	NA	fly genetic screen	2	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Stimuli-sensing channels	drosophila genetics
ASIC3	0.95	fly genetic screen	0	TRUE	protein	11	4.11135664901183e-06	10	plasma_membrane	multicellular organismal process	system process	transporter	transmembrane transporter	1	0.04	NA	NA	NA	NA	NA	NA	fly genetic screen	2	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Stimuli-sensing channels	drosophila genetics
ASS1	0.95	tau fly genetic screen	0	TRUE	protein	58	0.000104140488837189	2	extracellular	cellular process	cellular response to stimulus	binding	protein binding	1	0.11	NA	NA	NA	NA	NA	NA	tau fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Urea cycle	drosophila genetics
ATE1	0.95	tau fly genetic screen	0	TRUE	protein	8	1.46742087708999e-06	10	nucleus	metabolic process	nitrogen compound metabolic process	catalytic	transferase	1	0.06	NA	NA	NA	NA	NA	NA	tau fly genetic screen	6	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	nitrogen compound metabolic process	drosophila genetics
ATG16L1	0.95	tau fly genetic screen	0	TRUE	protein	51	4.77500961052497e-05	8	cytoskeleton	cellular process	process utilizing autophagic mechanism	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	tau fly genetic screen	7	24	0	0	0	0	0	-2.207752954	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Autophagy	drosophila genetics
ATG9A	0.95	tau fly genetic screen	0	TRUE	protein	89	0.000135487343373681	13	endosome	metabolic process	catabolic process	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	tau fly genetic screen	1	24	0	0	7.201921928	2.914683938	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Autophagy	drosophila genetics
ATOH8	0.95	fly genetic screen	0	TRUE	protein	2	2.72895707960962e-07	11	nucleus	biological regulation	nonspecific function	binding	organic cyclic compound binding	1	0.02	NA	NA	NA	NA	0.591644941081412	NA	fly genetic screen	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	drosophila genetics
ATP5F1	0.85	GWAS locus	0	TRUE	protein	14	4.27374303867541e-06	7						1	0.06	NA	-0.398464837637465	-0.436053097359093	NA	NA	NA	GWAS locus	1	24	0	0	0	0	0	-8.115261601	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Cristae formation	human GWAS
ATRX	0.95	tau fly genetic screen	0	TRUE	protein	194	0.000279449531447796	9	nucleus	cellular process	cellular component organization	binding	protein binding	1	0.05	NA	NA	NA	NA	NA	NA	tau fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Chromosome Maintenance	drosophila genetics
ATXN1	0.95	fly genetic screen	0	TRUE	protein	315	0.0015720309725856	0	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	1	0.12	NA	NA	NA	NA	NA	NA	fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	nitrogen compound metabolic process	drosophila genetics
Acetic acid	0		NA	FALSE	protein	48	6.97436227713391e-05	2						0.51	0.3	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
Acetylcholine	0		NA	FALSE	protein	6	1.8209752554091e-06	6						0.71	0.03	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
Adenosine 3',5'-diphosphate	0		NA	FALSE	protein	47	5.30772205027437e-05	5						0.68	0.31	NA	NA	NA	NA	NA	NA	steiner node	5	13	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
Arachidonyl-CoA	0		NA	FALSE	protein	40	7.58814074728205e-06	12						0.93	0.04	NA	NA	NA	NA	NA	NA	steiner node	5	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
B3GALT2	0.85	GWAS locus	0	TRUE	protein	8	2.47387306039221e-06	5	golgi	metabolic process	biosynthetic process	catalytic	transferase	1	0.05	NA	NA	NA	NA	NA	NA	GWAS locus	5	10	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Blood group systems biosynthesis	human GWAS
BAG3	0.0347571702969474	human proteomics	0.233086353813	TRUE	protein	508	0.00336636652303088	8	cytoplasm	biological regulation	nonspecific function	binding	protein binding	0.26	0.17	NA	NA	NA	NA	NA	NA	human proteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Cellular response to heat stress	human proteomics
BAIAP2	0.0518547071053562	human proteomics	-0.108740455840373	TRUE	protein	160	0.000171179399475542	7	plasma_membrane	cellular process	cellular response to stimulus	binding	protein binding	0.01	0.12	NA	NA	NA	NA	NA	NA	human proteomics	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Fcgamma receptor (FCGR) dependent phagocytosis	human proteomics
BAZ2B	0.95	tau fly genetic screen	0	TRUE	protein	26	2.93565953003563e-05	0	nucleus	cellular process	cellular component organization	binding	protein binding	1	0.03	NA	NA	NA	NA	NA	NA	tau fly genetic screen	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	cellular component organization	drosophila genetics
BCKDK	0.85	GWAS locus	0	TRUE	protein	22	1.92187776493383e-05	0	mitochondria	metabolic process	cellular metabolic process	catalytic	transferase	1	0.04	NA	-0.437870608341343	NA	NA	NA	NA	GWAS locus	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Branched-chain amino acid catabolism	human GWAS
BDNF	0.85	GWAS locus	0	TRUE	protein	24	6.69917903765241e-05	2	nucleus	biological regulation	nonspecific function	binding	protein binding	1	0.14	NA	NA	NA	NA	NA	NA	GWAS locus	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Activated NTRK2 signals through PI3K	human GWAS
BEST4	0.95	tau fly genetic screen	0	TRUE	protein	1	0	11	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.05	NA	NA	NA	NA	NA	NA	tau fly genetic screen	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Ion channel transport	drosophila genetics
BHLHB9	0		NA	FALSE	protein	64	4.67675555954359e-05	0	extracellular	biological regulation	nonspecific function	binding	protein binding	0.48	0.01	NA	0.262820144596907	NA	NA	NA	NA	steiner node	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
BHLHE41	0.95	fly genetic screen	0	TRUE	protein	33	4.47451603005596e-06	0	nucleus	developmental process	anatomical structure development	binding	protein binding	1	0.1	NA	NA	NA	0.627085234488027	0.262771197678442	NA	fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	BMAL1:CLOCK,NPAS2 activates circadian gene expression	drosophila genetics
BICC1	0.95	tau fly genetic screen	0	TRUE	protein	2	3.83319964843414e-09	9	cytoplasm	biological regulation	nonspecific function	binding	organic cyclic compound binding	1	0.03	NA	NA	NA	NA	NA	NA	tau fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	no characterized pathway	drosophila genetics
BICD1	0.95	fly genetic screen	0	TRUE	protein	16	1.26177324696972e-06	4	cytoplasm	biological regulation	nonspecific function	binding	protein binding	1	0.03	NA	NA	NA	NA	NA	NA	fly genetic screen	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Intra-Golgi and retrograde Golgi-to-ER traffic	drosophila genetics
BIK	0		NA	FALSE	protein	104	0.000188780582730439	6	mitochondria	biological regulation	nonspecific function	binding	protein binding	0.6	0.07	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	-8.70724546	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
BIN1	0.95	tau fly genetic screen	0	TRUE	protein	101	0.000123163995048914	0	plasma_membrane	biological regulation	nonspecific function	binding	protein binding	1	0.08	NA	0.299170290616222	NA	NA	NA	NA	tau fly genetic screen	2	24	0	0	0	-2.614858577	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Clathrin-mediated endocytosis	drosophila genetics
BLMH	0.95	tau fly genetic screen	0	TRUE	protein	57	2.95048949622013e-05	11	extracellular	metabolic process	nitrogen compound metabolic process	catalytic	hydrolase	1	0.14	NA	NA	NA	NA	NA	NA	tau fly genetic screen	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	nitrogen compound metabolic process	drosophila genetics
BLOC1S3	0.0102036622624507	eGene	-0.0153	TRUE	protein	25	1.42013323565255e-06	13	protein complex	cellular process	cellular pigmentation	binding	protein binding	0	0.03	NA	NA	NA	NA	NA	NA	eGene	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	trans-Golgi Network Vesicle Budding	eGene
BNIP3	0		NA	FALSE	protein	81	0.000200071152990415	6	mitochondria	biological regulation	nonspecific function	binding	protein binding	0.67	0.01	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
BRCA2	0		NA	FALSE	protein	76	2.32980505235543e-05	2	nucleus	cellular process	cellular response to stimulus	binding	protein binding	0.43	0.14	NA	NA	NA	NA	NA	NA	steiner node	0	24	0	0	0	7.194147839	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Resolution of D-Loop Structures	steiner node
BTD	0.95	tau fly genetic screen	0	TRUE	protein	15	0.00014039922492373	3	extracellular	metabolic process	nitrogen compound metabolic process	catalytic	hydrolase	1	0.04	NA	-0.338186726561637	NA	NA	NA	NA	tau fly genetic screen	3	3	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Defective BTD causes biotidinase deficiency	drosophila genetics
BZW2	0.85	GWAS locus	0	TRUE	protein	58	4.74817438910418e-05	7	cytoplasm	developmental process	anatomical structure development	binding	protein binding	1	0.02	NA	NA	NA	NA	NA	NA	GWAS locus	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	anatomical structure development	human GWAS
C11orf71	0		NA	FALSE	protein	3	3.12768686936157e-06	5						1	0.01	NA	NA	NA	NA	NA	NA	steiner node	2	16	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
C22orf15	0		NA	FALSE	protein	12	1.40509421034003e-06	1						0.62	0.25	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
C4A	0.0921226243601542	eGene	-0.191	TRUE	protein	97	0.000169844490175424	2	extracellular	metabolic process	nitrogen compound metabolic process	catalytic	hydrolase	0.46	0.09	NA	NA	NA	NA	NA	NA	eGene	7	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Regulation of Complement cascade	eGene
CACNA2D1	0.00336188857427318	human proteomics	-0.0762491855728829	TRUE	protein	30	1.45119554717782e-05	6	protein complex	biological regulation	nonspecific function	transporter	transmembrane transporter	0	0.05	NA	NA	NA	NA	NA	NA	human proteomics	3	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Cardiac conduction	human proteomics
CACNA2D3	0.95	fly genetic screen	0	TRUE	protein	2	2.73631708752106e-09	2	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.08	NA	NA	NA	NA	NA	NA	fly genetic screen	7	24	0	0	0	0	0	0	0	0	1	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Cardiac conduction	drosophila genetics
CAMK2G	0.130848154276058	upstream kinase	0.476644798137362	TRUE	protein	99	8.73791265400496e-05	7	vesicle	biological regulation	nonspecific function	binding	protein binding	0.6	0.08	NA	NA	NA	NA	NA	NA	upstream kinase	2	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Ras activation upon Ca2+ influx through NMDA receptor	drosophila proteomics
CAMLG	0		NA	FALSE	protein	34	3.37833857876144e-05	3	cytoplasm	response to stimulus	response to stress	binding	protein binding	0.54	0.05	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	-8.669119243	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	steiner node
CAP2	0.0477871032920249	human proteomics	-0.0817348411037742	TRUE	protein	35	1.81100434924904e-05	7	cytoskeleton	cellular process	cell communication	binding	protein binding	0.16	0.06	NA	NA	NA	NA	NA	NA	human proteomics	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Signaling by ROBO receptors	human proteomics
CAPG	0.0943153112713243	human proteomics	0.268205059965336	TRUE	protein	30	4.29017535725104e-06	9	cytoskeleton	cellular process	cellular component organization	binding	protein binding	0.43	0.02	NA	NA	NA	NA	NA	NA	human proteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cellular component organization	human proteomics
CAPN15	0		NA	FALSE	protein	15	1.55297138577744e-05	0	cytoplasm	metabolic process	nitrogen compound metabolic process	catalytic	hydrolase	0.5	0.01	NA	0.313804413628268	NA	NA	NA	NA	steiner node	1	17	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Degradation of the extracellular matrix	steiner node
CAPN2	0.174557559098609	human proteomics	0.162075644170472	TRUE	protein	55	2.04849394367917e-05	0	plasma_membrane	metabolic process	nitrogen compound metabolic process	catalytic	hydrolase	1	0.05	NA	NA	NA	NA	NA	NA	human proteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	human proteomics
CAPNS1	0.434275121685222	human proteomics	0.137718138989785	TRUE	protein	91	4.40707021551385e-05	9	extracellular	biological regulation	nonspecific function	catalytic	hydrolase	1	0.05	NA	NA	NA	NA	NA	NA	human proteomics	0	24	0	0	0	0	0	-3.090358226	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	human proteomics
CAPRIN2	0		NA	FALSE	protein	9	1.9522934556632e-06	9	cytoplasm	biological regulation	nonspecific function	binding	protein binding	0.59	0.07	NA	-0.301560884508044	NA	NA	NA	NA	steiner node	0	24	0	0	0	0	0	-6.768763204	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
CASK	0		NA	FALSE	protein	87	0.000223185370160063	4	plasma_membrane	biological regulation	nonspecific function	binding	protein binding	0.82	0.24	NA	NA	NA	NA	NA	NA	steiner node	2	24	0	0	0	1.89021241	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Neurexins and neuroligins	steiner node
CASS4	0.85	GWAS locus	0	TRUE	protein	36	3.16162140893113e-05	7	plasma_membrane	cellular process	movement of cell or subcellular component			1	0.04	NA	NA	NA	NA	NA	NA	GWAS locus	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	movement of cell or subcellular component	human GWAS
CASTOR1	0		NA	FALSE	protein	10	3.20353050678074e-07	10	cytoplasm	cellular process	cell communication	binding	protein binding	1	0.16	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Amino acids regulate mTORC1	steiner node
